1 1 1.236192
1 1 1.156072
1 1 1.181267
1 1 1.151557
1 1 1.159192
1 1 1.078840
1 1 1.094616
1 1 1.123446
1 1 1.122182
1 1 1.127311
1 1 1.102626
1 1 1.149765
1 1 1.142227
1 1 1.160621
1 1 1.126345
1 1 1.165528
1 1 1.186921
1 1 1.191932
1 1 1.162093
1 1 1.149494
1 1 1.195443
1 1 1.163090
1 1 1.195912
1 1 1.201971
1 1 1.166250
1 1 1.166774
1 1 1.162850
1 1 1.210853
1 1 1.175886
1 1 1.198663
1 1 1.185243
1 1 1.156820
1 1 1.097930
1 1 1.159793
1 1 1.176064
1 1 1.193859
1 1 1.136514
1 1 1.078186
1 1 1.132970
1 1 1.171106
1 1 1.174534
1 1 1.159449
1 1 1.161955
1 1 1.163362
1 1 1.147186
1 1 1.156832
1 1 1.191594
1 1 1.194072
1 1 1.163733
1 1 1.125747
1 1 1.150644
1 1 1.107079
1 1 1.171089
1 1 1.126953
1 1 1.104959
1 1 1.105908
1 1 1.151018
1 1 1.120627
1 1 1.073753
1 1 1.160321
1 1 1.086028
1 1 1.132378
1 1 1.116079
1 1 1.135964
1 1 1.058465
1 1 1.131189
1 1 1.082540
1 1 1.148960
1 1 0.990514
1 1 1.128939
1 1 1.136541
1 1 1.115224
1 1 1.064172
1 1 1.147523
1 1 1.112228
1 1 1.102398
1 1 1.135136
1 1 1.116088
1 1 1.090274
1 1 1.095883
1 1 1.170766
1 1 1.070239
1 1 1.142354
1 1 1.089573
1 1 1.125070
1 1 1.102994
1 1 1.095305
1 1 1.119758
1 1 1.147009
1 1 1.100373
1 1 1.087946
1 1 1.145447
1 1 1.123332
1 1 1.115356
1 1 1.142170
1 1 1.124992
1 1 1.079694
1 1 1.107020
1 1 1.100634
1 1 1.141422
1 1 1.138673
1 1 1.074783
1 1 1.101023
1 1 1.067825
1 1 1.053946
1 1 1.085410
1 1 1.096861
1 1 1.113404
1 1 1.124114
1 1 1.101506
1 1 1.121855
1 1 1.120249
1 1 1.128025
1 1 1.112802
1 1 1.158921
1 1 1.183334
1 1 1.111950
1 1 1.141951
1 1 1.128499
1 1 1.073971
1 1 1.130710
1 1 1.129450
1 1 1.143290
1 1 1.154372
1 1 1.126620
1 1 1.117269
1 1 1.084038
1 1 1.093070
1 1 1.068181
1 1 1.127779
1 1 1.082593
1 1 1.108662
1 1 1.107069
1 1 1.121972
1 1 1.108167
1 1 1.083351
1 1 1.076548
1 1 1.112866
1 1 1.154470
1 1 1.107722
1 1 1.123736
1 1 1.117499
1 1 1.139827
1 1 1.141661
1 1 1.105387
1 1 1.069975
1 1 1.121320
1 1 1.142590
1 1 1.112303
1 1 1.139147
1 1 1.125196
1 1 1.132759
1 1 1.050622
1 1 1.116576
1 1 1.106671
1 1 1.116143
1 1 1.136229
1 1 1.123733
1 1 1.073905
1 1 1.145822
1 1 1.038737
1 1 1.103615
1 1 1.113518
1 1 1.107305
1 1 1.096081
1 1 1.097801
1 1 1.114588
1 1 1.130858
1 1 1.093187
1 1 1.038839
1 1 1.130603
1 1 1.098613
1 1 1.053635
1 1 1.114747
1 1 1.075564
1 1 1.124049
1 1 1.095673
1 1 1.146668
1 1 1.099219
1 1 1.073176
1 1 1.105059
1 1 1.135283
1 1 1.106000
1 1 1.122338
1 1 1.113605
1 1 1.064874
1 1 1.072361
1 1 1.188031
1 1 1.133243
1 1 1.057137
1 1 1.068915
1 1 1.131840
1 1 1.137180
1 1 1.169232
1 1 1.139661
1 1 1.154550
1 1 1.115066
1 1 1.111088
1 1 1.149631
1 1 1.178378
1 4 3.366026
1 4 3.413001
1 4 3.424239
1 4 3.401033
1 4 3.401650
1 4 3.347865
1 4 3.517644
1 4 3.417624
1 4 3.408956
1 4 3.315024
1 4 3.388604
1 4 3.410642
1 4 3.306441
1 4 3.413691
1 4 3.448819
1 4 3.415449
1 4 3.355823
1 4 3.414416
1 4 3.394714
1 4 3.378786
1 4 3.415205
1 4 3.414269
1 4 3.383119
1 4 3.415920
1 4 3.341980
1 4 3.448131
1 4 3.408541
1 4 3.422189
1 4 3.468895
1 4 3.429835
1 4 3.340463
1 4 3.463021
1 4 3.415079
1 4 3.409914
1 4 3.382232
1 4 3.405401
1 4 3.358403
1 4 3.394637
1 4 3.376529
1 4 3.389104
1 4 3.450014
1 4 3.438410
1 4 3.387762
1 4 3.498079
1 4 3.510216
1 4 3.457904
1 4 3.533821
1 4 3.438071
1 4 3.364125
1 4 3.435985
1 4 3.385423
1 4 3.471495
1 4 3.396483
1 4 3.447918
1 4 3.399002
1 4 3.415641
1 4 3.417183
1 4 3.312102
1 4 3.367245
1 4 3.427373
1 4 3.522904
1 4 3.470683
1 4 3.264095
1 4 3.345906
1 4 3.359331
1 4 3.432648
1 4 3.369186
1 4 3.363648
1 4 3.477420
1 4 3.386338
1 4 3.434958
1 4 3.326502
1 4 3.494308
1 4 3.453418
1 4 3.337588
1 4 3.409455
1 4 3.453218
1 4 3.329825
1 4 3.424876
1 4 3.296486
1 4 3.416096
1 4 3.379443
1 4 3.471370
1 4 3.390739
1 4 3.398388
1 4 3.458197
1 4 3.401029
1 4 3.368881
1 4 3.430081
1 4 3.437864
1 4 3.435648
1 4 3.305919
1 4 3.434186
1 4 3.316815
1 4 3.405950
1 4 3.399481
1 4 3.452661
1 4 3.305226
1 4 3.329672
1 4 3.293147
1 4 3.458139
1 4 3.346872
1 4 3.384232
1 4 3.406044
1 4 3.464454
1 4 3.310235
1 4 3.414928
1 4 3.413066
1 4 3.448167
1 4 3.422099
1 4 3.383722
1 4 3.359023
1 4 3.471185
1 4 3.451137
1 4 3.406500
1 4 3.458097
1 4 3.455929
1 4 3.412085
1 4 3.370942
1 4 3.374255
1 4 3.438127
1 4 3.449372
1 4 3.379499
1 4 3.429659
1 4 3.410994
1 4 3.467063
1 4 3.335442
1 4 3.330327
1 4 3.420706
1 4 3.486341
1 4 3.438580
1 4 3.419788
1 4 3.362394
1 4 3.405581
1 4 3.451253
1 4 3.441771
1 4 3.378132
1 4 3.415151
1 4 3.462544
1 4 3.370970
1 4 3.432008
1 4 3.443837
1 4 3.420927
1 4 3.368446
1 4 3.462789
1 4 3.320356
1 4 3.507436
1 4 3.359413
1 4 3.371754
1 4 3.335935
1 4 3.420081
1 4 3.412008
1 4 3.397535
1 4 3.403321
1 4 3.363722
1 4 3.489066
1 4 3.372250
1 4 3.409093
1 4 3.427545
1 4 3.466755
1 4 3.431990
1 4 3.373261
1 4 3.484323
1 4 3.440766
1 4 3.486947
1 4 3.445824
1 4 3.382970
1 4 3.345503
1 4 3.493496
1 4 3.371285
1 4 3.469059
1 4 3.442412
1 4 3.462906
1 4 3.289606
1 4 3.431950
1 4 3.374239
1 4 3.455432
1 4 3.392167
1 4 3.473802
1 4 3.422145
1 4 3.503297
1 4 3.370158
1 4 3.421610
1 4 3.327795
1 4 3.491093
1 4 3.350045
1 4 3.460036
1 4 3.383461
1 4 3.381373
1 4 3.413601
1 4 3.364946
1 4 3.404629
1 4 3.454307
1 4 3.401985
1 4 3.470511
1 4 3.477754
1 4 3.382835
1 4 3.492356
1 4 3.390031
1 4 3.408284
5 2 8.078422
5 2 7.997315
5 2 7.991700
5 2 8.020958
5 2 7.939400
5 2 8.049673
5 2 7.995961
5 2 8.047331
5 2 7.961932
5 2 8.040027
5 2 7.976142
5 2 7.983077
5 2 7.986203
5 2 7.940592
5 2 8.106015
5 2 8.120606
5 2 7.984044
5 2 8.022224
5 2 7.912513
5 2 7.997846
5 2 7.884502
5 2 8.042874
5 2 7.961544
5 2 7.967640
5 2 7.948621
5 2 8.094494
5 2 7.939789
5 2 7.869472
5 2 7.980943
5 2 7.882722
5 2 7.838065
5 2 7.973017
5 2 7.973291
5 2 7.980430
5 2 8.039182
5 2 7.894470
5 2 7.906047
5 2 7.959718
5 2 8.013141
5 2 7.972694
5 2 8.003810
5 2 7.952080
5 2 8.030651
5 2 7.865865
5 2 7.886220
5 2 7.953911
5 2 7.966704
5 2 7.807357
5 2 7.979766
5 2 7.897564
5 2 7.932687
5 2 7.937867
5 2 7.920714
5 2 7.964692
5 2 7.810300
5 2 8.035040
5 2 7.793078
5 2 8.061111
5 2 7.867966
5 2 7.876288
5 2 8.010640
5 2 7.911143
5 2 7.950365
5 2 8.046900
5 2 8.089858
5 2 7.924089
5 2 7.917847
5 2 8.032393
5 2 8.055824
5 2 7.985624
5 2 7.910355
5 2 7.940312
5 2 8.012845
5 2 7.978542
5 2 8.020986
5 2 7.893313
5 2 7.922934
5 2 7.972291
5 2 7.847989
5 2 8.035065
5 2 7.961746
5 2 7.941255
5 2 7.901481
5 2 7.886674
5 2 8.102583
5 2 7.911884
5 2 7.916969
5 2 7.934091
5 2 7.964161
5 2 7.967155
5 2 7.996968
5 2 7.892441
5 2 7.877667
5 2 8.065822
5 2 7.968170
5 2 7.925290
5 2 8.040311
5 2 7.983538
5 2 8.037321
5 2 7.905131
5 2 8.041093
5 2 7.916706
5 2 7.962085
5 2 7.983827
5 2 7.918597
5 2 7.891919
5 2 7.992348
5 2 8.045046
5 2 8.096388
5 2 7.829780
5 2 7.987026
5 2 8.003168
5 2 7.917325
5 2 7.814293
5 2 7.786197
5 2 7.945882
5 2 7.880802
5 2 7.966302
5 2 7.722081
5 2 7.941658
5 2 7.881006
5 2 7.975845
5 2 7.876777
5 2 7.706280
5 2 7.962988
5 2 7.872975
5 2 8.005831
5 2 7.907537
5 2 7.887736
5 2 7.935246
5 2 7.920920
5 2 8.002764
5 2 7.866353
5 2 7.875809
5 2 7.772688
5 2 8.115439
5 2 7.993830
5 2 7.851657
5 2 7.898735
5 2 8.037024
5 2 8.006955
5 2 7.826217
5 2 7.841888
5 2 7.961015
5 2 8.042383
5 2 8.056345
5 2 7.979883
5 2 7.900597
5 2 7.948596
5 2 7.853618
5 2 7.980795
5 2 7.991951
5 2 7.925659
5 2 8.093476
5 2 7.887971
5 2 8.024498
5 2 7.864585
5 2 8.014816
5 2 7.978481
5 2 7.968971
5 2 7.851733
5 2 7.963444
5 2 8.017898
5 2 7.927903
5 2 7.806462
5 2 7.944210
5 2 7.897819
5 2 7.817568
5 2 7.890502
5 2 7.925017
5 2 8.030764
5 2 7.955846
5 2 7.877775
5 2 7.921485
5 2 8.040671
5 2 7.932916
5 2 7.846484
5 2 7.917360
5 2 7.939728
5 2 7.948509
5 2 7.920640
5 2 7.903337
5 2 7.896732
5 2 7.890668
5 2 7.847853
5 2 7.886226
5 2 8.035998
5 2 7.944265
5 2 7.847696
5 2 7.770084
5 2 7.813914
5 2 7.942748
5 2 7.865471
5 2 7.788190
5 2 7.798697
5 2 7.964624
5 2 7.880648
5 2 7.950992
5 2 7.927951
5 2 7.852870
7 2 11.060341
7 2 11.046623
7 2 10.941920
7 2 10.944381
7 2 10.962344
7 2 10.849848
7 2 10.897169
7 2 11.002729
7 2 11.126802
7 2 10.947919
7 2 10.859498
7 2 10.891845
7 2 11.053001
7 2 11.094504
7 2 11.068323
7 2 10.875673
7 2 10.880665
7 2 10.895582
7 2 10.914922
7 2 10.770748
7 2 11.064674
7 2 10.864908
7 2 10.985444
7 2 11.039167
7 2 10.959404
7 2 11.084469
7 2 11.098940
7 2 10.915561
7 2 11.085097
7 2 10.963449
7 2 11.028546
7 2 11.046430
7 2 10.948026
7 2 11.077620
7 2 10.986019
7 2 11.020645
7 2 11.103734
7 2 11.000017
7 2 11.160381
7 2 11.033498
7 2 10.940645
7 2 11.073269
7 2 10.911793
7 2 11.116295
7 2 11.018565
7 2 10.966719
7 2 11.165916
7 2 10.946633
7 2 10.865424
7 2 11.111249
7 2 11.023322
7 2 11.160119
7 2 11.020857
7 2 10.898541
7 2 11.042284
7 2 10.990913
7 2 11.022284
7 2 11.084354
7 2 10.845195
7 2 10.985079
7 2 11.068317
7 2 11.065329
7 2 10.997566
7 2 10.875279
7 2 11.122261
7 2 11.004039
7 2 10.912478
7 2 11.022511
7 2 11.146623
7 2 11.036451
7 2 11.013978
7 2 10.974854
7 2 10.879822
7 2 10.821904
7 2 11.066845
7 2 11.000912
7 2 10.953376
7 2 10.988729
7 2 11.050893
7 2 11.024883
7 2 10.990374
7 2 11.158632
7 2 11.096991
7 2 10.950570
7 2 10.978483
7 2 11.001269
7 2 10.965027
7 2 10.925052
7 2 11.050073
7 2 10.970681
7 2 10.951433
7 2 11.052463
7 2 11.070486
7 2 10.965161
7 2 10.972198
7 2 10.692101
7 2 10.948776
7 2 11.080997
7 2 10.938451
7 2 10.940832
7 2 10.740247
7 2 11.018690
7 2 10.879973
7 2 11.011904
7 2 10.839753
7 2 10.771495
7 2 10.934400
7 2 10.898725
7 2 10.837426
7 2 10.907308
7 2 11.038250
7 2 11.059655
7 2 10.774320
7 2 10.989447
7 2 11.021969
7 2 10.898945
7 2 11.064768
7 2 11.045079
7 2 10.977866
7 2 10.849616
7 2 11.029967
7 2 10.971004
7 2 11.016186
7 2 11.138818
7 2 10.713807
7 2 10.895742
7 2 10.967661
7 2 10.851379
7 2 11.063608
7 2 10.946976
7 2 10.959172
7 2 10.930247
7 2 11.054435
7 2 10.880742
7 2 11.158628
7 2 10.980830
7 2 10.973507
7 2 10.951458
7 2 11.073239
7 2 11.184818
7 2 11.074607
7 2 10.924888
7 2 11.057746
7 2 10.906334
7 2 10.903124
7 2 11.023564
7 2 11.025934
7 2 10.995319
7 2 10.910676
7 2 10.881727
7 2 11.129141
7 2 10.976444
