1 1 1 1.124408 1.236192 0.990514
1 4 4 3.409352 3.533821 3.264095
5 2 10 7.943903 8.120606 7.706280
7 2 14 10.994853 11.240887 10.692101
11 2 22 16.965763 17.374881 16.649827
12 2 24 18.508226 18.982261 18.156836
11 4 44 33.861009 34.441684 33.360343
11 8 88 67.676804 68.892430 66.715091
