Tyagi-2015-p1781-1795 168 14
Vaidyanathan-2015-p2196-2207 230 11
Venkitasubramaniam-2015-p1914-1931 161 17
Verma-2015-p690-712 122 22
Villa-2015-p2152-2167 150 15
Vizel-2015-p2021-2035 191 14
Wang-2015-p2285-2311 85 26
Wang-2016-p34-57 161 23
Warnick-2016-p607-622 106 15
Warren-2016-p374-391 186 17
Watteyne-2016-p1025-1038 198 13
Windh-2015-p390-408 152 18
Wirthlin-2015-p379-389 184 10
Wouters-2015-p1274-1288 128 14
Wu-2015-p1211-1225 141 14
Xie-2015-p1857-1873 132 16
Xu-2015-p236-247 143 11
Yanamoto-2015-p2333-2343 320 10
Yang-2016-p58-92 183 34
Yao-2016-p923-937 222 14
Yaramasu-2015-p740-788 203 48
Yener-2015-p1814-1825 168 11
Yu-2016-p1058-1070a 160 12
Zhang-2016-p837-857 284 20
Zhang-2015-p1970-1984 232 14
Zhang-2015-p1197-1210 88 13
Zhou-2016-p310-331 81 21
Zhou-2015-p1289-1310 220 21
Zilberman-2015-p1102-1124 270 22
Zou-2015-p1841-1856 166 15
