Luo-2016-p216-224 83 8
Ma-2016-p31-39 195 8
Malekitabar-2016-p445-455 138 10
Manan-2015-p80-94 198 14
Mansour-2016-p283-288 267 5
Martinez-2016-p220-229 131 9
Mathisen-2016-p130-138 122 8
Mauborgne-2016-p256-268 203 12
Mazaheri-2016-p195-210 179 15
Mazaheri-2015-p202-214 102 12
McCaughey-2015-p190-197 326 7
McGuinness-2016-p245-253 221 8
Medwid-2015-p19-24 182 5
Meir-2015-p33-40 144 7
Melemez-2015-p369-378 111 9
Mentes-2015-p1-10 376 9
Mentes-2015-p94-104 195 10
Mesmer-2016-p116-130 297 14
Milch-2016-p9-17 213 8
Mitchell-2015-p163-174 366 11
Molinero-Ruiz-2015-p72-79 102 7
Moura-2016-p37-45 87 8
Mullan-2015-p139-148 143 9
Naderpour-2015-p286-297 112 11
Nascimento-2016-p194-204 517 10
Naweed-2015-p101-110 461 9
Nayak-2016-p36-47 219 11
Newnam-2016-p238-244 322 6
Ni-2016-p156-166 119 10
Nielsen-2015-p82-89 399 7
Birkel-2016-p23-30 296 7
Niskanen-2016-p212-227 165 15
Nordfjaern-2015-p151-159 413 8
Nordfjaern-2016-p8-17 245 9
Nordstroem-2016-p117-129 117 12
Oikawa-2016-p361-367 332 6
Olsen-2015-p301-309 137 8
Olson-2016-p122-131 159 9
Oostendorp-2016-p205-219 61 14
Ouache-2016-p38-46 123 8
Ouache-2015-p264-273 81 9
O¡¯Keeffe-2016-p131-139 284 8
O¡¯Keeffe-2015-p111-120 153 9
O¡¯Neill-2016-p114-130 356 16
Parnell-2016-p25-37 129 12
Paterson-2016-p174-181 275 7
Paul-2016-p13-24 179 11
Pawar-2016-p295-303 391 8
Pecillo-2016-p190-198 105 8
Pena-Garcia-2015-p142-148 298 6
Pesic-2016-p1-8 151 7
Pilbeam-2016-p59-67 302 8
Pilbeam-2016-p110-121 122 11
Pilone-2016-p163-170 214 7
Poisson-2016-p117-130 185 13
Praino-2016-p382-392 104 10
Pryor-2016-p5-12 244 7
Qie-2016-p243-255 318 12
Qu-2015-p41-48 206 7
Rabbani-2016-p9-22 277 13
Rachid-2015-p145-150 178 5
Raheem-2016-p301-314 107 13
Ramzali-2015-p49-59 153 10
Rankavat-2016-p1-7 285 6
Rasmussen-2015-p228-238 92 10
Ray-2016-p139-151 162 12
Rempel-2015-p20-24 365 4
Rezaee-2016-p33-40 285 7
Ribeiro-2016-p269-279 116 10
Robson-2016-p211-227 129 16
Roche-2015-p124-141 563 17
Rodrigues-2015-p288-295 410 7
Roge-2015-p29-38 228 9
Ronchetti-2015-p310-316 288 6
Rossignol-2015-p170-177 274 7
Rowlinson-2015-p179-189 92 10
Sadeghi-2015-p252-263 113 11
Saetrevik-2015-p117-123 210 6
Sandhaland-2015-p277-285 438 8
Saqib-2016-p245-249 65 4
Saracino-2015-p175-183 206 8
Schenk-2015-p233-242 112 9
Schroeder-2016-p258-265 127 7
Seo-2015-p160-168 155 8
Seppaenen-2015-p112-122 491 10
Shea-2016-p293-304 267 11
Shiwakoti-2016-p179-185 117 6
Silva-2015-p201-212 288 11
Skorupski-2015-p314-323 329 9
Skotnes-2015-p10-18 150 8
Smith-2016-p238-244 342 6
Smith-2016-p92-97 164 5
Soner-2015-p25-41 65 16
Sprung-2016-p1-8 192 7
Stergiou-Kita-2015-p213-220 137 7
Stevens-2016-p152-162 81 10
Strauch-2015-p102-111 311 9
Stroeve-2015-p215-227 185 12
Suarez-Cebador-2015-p23-32 500 9
Sujan-2016-p181-189 141 8
Swuste-2016-p10-26 99 16
Tasic-2016-p325-337 129 12
Taylor-2015-p66-71 161 5
TD-2016-p214-223 122 9
ThieleSchwarz-2016-p35-45 250 10
Tian-2016-p41-52 143 11
Top-2016-p374-381 201 7
Tsang-2016-p174-183 277 9
Tsoukalas-2016-p12-22 155 10
Tulashie-2016-p210-215 173 5
Twaalfhoven-2016-p57-68 323 11
Underwood-2016-p129-143 246 14
Vastveit-2015-p80-87 193 7
Veland-2015-p206-212 166 6
Vermuyten-2016-p167-178 43 11
Vidmar-2015-p189-200 162 11
Waahlberg-2015-p67-73 434 6
Wang-2016-p399-409 174 10
Wang-2016-p101-115 207 14
Wang-2016-p228-237 253 9
Wang-2016-p195-201 315 6
Wang-2015-p123-132 538 9
Wang-2016-p78-87 518 9
Wang-2016-p44-55 283 11
Waring-2015-p254-267 164 13
Wehbe-2016-p338-351 128 13
Wei-2015-p178-188 173 10
Wei-2016-p289-300 259 11
Wei-2015-p32-41 19 9
Weichbrodt-2015-p221-232 966 11
White-2016-p164-173 266 9
Wijermans-2016-p142-164 107 22
Wilmots-2016-p23-32 204 9
Wybo-2016-p25-34 236 9
Xie-2016-p99-116 135 17
Yang-2016-p98-109 116 11
Yang-2015-p115-126 300 11
Yang-2015-p149-162 231 13
Zhang-2016-p352-360 762 8
Zhang-2016-p53-62 336 9
Zhang-2015-p156-162 77 6
Zhang-2016-p88-96 242 8
Zhao-2016-p111-119 173 8
Zhao-2015-p143-151 99 8
Zhao-2016-p18-24 113 6
Zhou-2016-p74-79 96 5
Zou-2015-p296-300 194 4
Zou-2015-p163-169 189 6
Zuschlag-2016-p59-73 972 14
